Costa Rica,29333.33,20450.00,29700.00,16725.00,2750.00,9166.67,16500.00,21250.00,13350.00,14350.00,33300.00,11500.00,25700.00,11150.00,180.00,8866.67,366
Cuba,23316.67,15583.33,28700.00,23500.00,15650.00,8766.67,27600.00,22625.00,475.00,26700.00,33900.00,15766.67,26900.00,20625.00,0.00,10733.33,366
Cyprus,19466.67,14050.00,23425.00,23450.00,18000.00,12966.67,9450.00,24150.00,29200.00,30600.00,30200.00,27133.33,27750.00,13800.00,100.00,23000.00,366
Czech Republic,18316.67,13716.67,18550.00,19987.50,350.00,7900.00,11225.00,24100.00,22450.00,18500.00,33350.00,19800.00,30600.00,19300.00,200.00,19700.00,366
Germany,17416.67,16550.00,29950.00,25437.50,1600.00,6016.67,16625.00,23725.00,21625.00,4550.00,33350.00,24400.00,30050.00,13362.50,200.00,21583.33,366
Djibouti,18066.67,18400.00,28400.00,28400.00,2800.00,5500.00,5500.00,16300.00,6175.00,0.00,28900.00,22500.00,28900.00,15875.00,0.00,0.00,366
Dominica,20783.33,7500.00,17000.00,17975.00,1400.00,5600.00,4350.00,18925.00,11350.00,12950.00,28500.00,27033.33,28500.00,18950.00,0.00,9466.67,366
Denmark,15516.67,16950.00,15625.00,24450.00,10700.00,8666.67,3925.00,24400.00,22950.00,25800.00,30125.00,26200.00,15450.00,7700.00,200.00,15033.33,366
Dominican Republic,28800.00,21266.67,28800.00,27700.00,17500.00,17933.33,20100.00,15725.00,14000.00,0.00,30500.00,19000.00,14750.00,18375.00,0.00,26033.33,366
Algeria,23500.00,18550.00,22750.00,24737.50,19725.00,15266.67,16075.00,29275.00,1550.00,24150.00,28200.00,9500.00,18700.00,16725.00,0.00,15266.67,366
Ecuador,27516.67,20466.67,29400.00,22775.00,14225.00,12066.67,15325.00,20525.00,13750.00,29200.00,31750.00,19200.00,14500.00,20950.00,0.00,19766.67,366
Egypt,22266.67,19566.67,28600.00,10100.00,13950.00,11866.67,28200.00,14175.00,11250.00,28500.00,28300.00,18100.00,32200.00,14350.00,0.00,6566.67,366
Eritrea,18300.00,24033.33,28400.00,25500.00,28200.00,18366.67,28300.00,24750.00,0.00,14100.00,29350.00,13400.00,14200.00,5800.00,0.00,13600.00,366
Spain,20333.33,18450.00,25675.00,24925.00,4300.00,13050.00,20350.00,24675.00,21500.00,28300.00,33600.00,19400.00,18000.00,19725.00,200.00,9600.00,366
Estonia,14900.00,13366.67,19300.00,17775.00,0.00,2500.00,4125.00,18375.00,7650.00,27150.00,29500.00,18766.67,6700.00,8100.00,100.00,16666.67,366
Ethiopia,23866.67,15700.00,25400.00,25175.00,19125.00,6733.33,21075.00,19875.00,0.00,15700.00,29100.00,10733.33,17300.00,20100.00,0.00,12900.00,366
Finland,12016.67,13400.00,20475.00,15912.50,0.00,3400.00,4150.00,26225.00,29100.00,10500.00,32450.00,16200.00,15400.00,3525.00,100.00,22700.00,366
Fiji,16600.00,20150.00,19400.00,16775.00,4275.00,19016.67,4900.00,29650.00,14000.00,28100.00,34500.00,28366.67,28800.00,9700.00,0.00,19200.00,366
France,18416.67,18633.33,25500.00,29750.00,4900.00,9916.67,16700.00,23125.00,29100.00,13950.00,31900.00,26300.00,17100.00,20512.50,0.00,22000.00,366
Faeroe Islands,5100.00,19666.67,25350.00,15000.00,2675.00,0.00,0.00,13625.00,14600.00,29200.00,27700.00,28366.67,26600.00,2100.00,40.00,23733.33,366
Gabon,21933.33,19383.33,29100.00,27675.00,10500.00,18550.00,20625.00,27250.00,20475.00,26700.00,28850.00,28066.67,27700.00,13800.00,0.00,18550.00,366
United Kingdom,20466.67,21516.67,28775.00,27450.00,14350.00,9800.00,20450.00,10550.00,28550.00,28900.00,34100.00,19166.67,19550.00,12337.50,1440.00,25516.67,366
Georgia,26333.33,20416.67,24375.00,23800.00,11300.00,14233.33,14325.00,28275.00,6300.00,12550.00,33800.00,19500.00,31000.00,13550.00,0.00,11500.00,366
Ghana,22666.67,10283.33,25950.00,21825.00,3375.00,1283.33,1500.00,21050.00,0.00,12000.00,29400.00,28000.00,29500.00,21550.00,0.00,0.00,366
Guinea,21566.67,15933.33,23400.00,17437.50,4475.00,15133.33,18300.00,21225.00,4450.00,17800.00,33900.00,22533.33,16550.00,25375.00,0.00,0.00,366
Gambia,19900.00,14600.00,26950.00,26900.00,14000.00,9900.00,6950.00,22850.00,1675.00,0.00,31900.00,19266.67,24750.00,12075.00,0.00,5633.33,366
Greece,18633.33,13283.33,24475.00,24462.50,13675.00,12916.67,19900.00,21125.00,19625.00,21600.00,31100.00,23533.33,21600.00,16462.50,140.00,28400.00,366
Grenada,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,366
Greenland,12933.33,2666.67,19350.00,15650.00,2400.00,2966.67,7375.00,21350.00,14550.00,0.00,29300.00,21533.33,28700.00,4700.00,0.00,9633.33,366
Guatemala,29100.00,20666.67,24800.00,27875.00,21100.00,12866.67,19325.00,23225.00,9150.00,25500.00,32000.00,19166.67,7000.00,20100.00,0.00,12866.67,366
Guam,26966.67,21666.67,28900.00,27025.00,8025.00,11066.67,6950.00,23825.00,7050.00,1550.00,32900.00,26700.00,24050.00,17700.00,0.00,11066.67,366
Guyana,24233.33,12733.33,28450.00,26500.00,13200.00,17450.00,23900.00,24100.00,1600.00,14050.00,33000.00,14300.00,29500.00,17800.00,0.00,25566.67,366
Hong Kong,27700.00,16766.67,31500.00,26100.00,2600.00,8366.67,1600.00,31000.00,28400.00,31000.00,36600.00,27266.67,34500.00,13550.00,0.00,26000.00,366
Honduras,29400.00,22066.67,29400.00,29100.00,21850.00,24216.67,29100.00,20775.00,17900.00,27300.00,30500.00,10100.00,15150.00,16875.00,0.00,24216.67,366
Croatia,18250.00,14633.33,15500.00,17425.00,10000.00,7233.33,6850.00,18975.00,15200.00,25300.00,33800.00,24100.00,33300.00,12900.00,200.00,27466.67,366
Haiti,19833.33,7666.67,19750.00,19525.00,6000.00,15966.67,12300.00,17550.00,10650.00,14250.00,29950.00,10166.67,10650.00,18375.00,0.00,0.00,366
Hungary,18483.33,13783.33,22400.00,14900.00,10350.00,11400.00,11050.00,26625.00,12400.00,21750.00,30700.00,12966.67,31950.00,10737.50,120.00,15866.67,366
Indonesia,23983.33,17066.67,20900.00,23537.50,4200.00,11433.33,15600.00,28200.00,2975.00,13750.00,35100.00,10633.33,14600.00,27025.00,0.00,10600.00,366
India,25166.67,20416.67,28500.00,23600.00,20100.00,18166.67,21375.00,28650.00,5150.00,30600.00,32200.00,21766.67,27300.00,23537.50,0.00,17183.33,366
Ireland,22166.67,21833.33,26450.00,24350.00,15625.00,11083.33,19050.00,13750.00,28750.00,26450.00,31950.00,18200.00,26050.00,8450.00,0.00,24383.33,366
Iran,24583.33,16833.33,28825.00,10700.00,14900.00,10433.33,23875.00,13050.00,5475.00,22350.00,15500.00,14300.00,16050.00,8587.50,0.00,10283.33,366
Iraq,27533.33,19900.00,24925.00,23375.00,23925.00,16150.00,23825.00,22025.00,11450.00,11450.00,31400.00,17666.67,15550.00,25600.00,0.00,16083.33,366
Iceland,11333.33,12233.33,26675.00,21075.00,0.00,0.00,0.00,24075.00,26650.00,29700.00,34400.00,29666.67,29800.00,7387.50,120.00,22033.33,366
Israel,18983.33,19333.33,25575.00,23425.00,12150.00,13816.67,17500.00,27225.00,26400.00,26600.00,33200.00,19800.00,23400.00,22225.00,780.00,25333.33,366
Italy,26350.00,22916.67,31050.00,22225.00,7075.00,18900.00,25450.00,25450.00,14250.00,25150.00,33600.00,21533.33,33600.00,23800.00,200.00,24250.00,366
Jamaica,22933.33,14950.00,28775.00,24625.00,17400.00,19683.33,28400.00,21025.00,13350.00,13750.00,33000.00,13466.67,23250.00,19625.00,0.00,30600.00,366
Jordan,28933.33,13533.33,28900.00,19025.00,11025.00,17366.67,16700.00,26325.00,6950.00,14450.00,30200.00,20000.00,14500.00,8700.00,0.00,16800.00,366
Japan,14716.67,4683.33,12825.00,0.00,1550.00,5850.00,9225.00,25225.00,23000.00,26850.00,33200.00,18400.00,35100.00,7650.00,0.00,29550.00,366
Kazakhstan,25250.00,18466.67,29500.00,26900.00,16400.00,14400.00,22725.00,28775.00,2575.00,14250.00,29100.00,21733.33,22750.00,19262.50,0.00,15233.33,366
Kenya,26266.67,16033.33,25800.00,25125.00,11200.00,20433.33,13375.00,21250.00,9900.00,9900.00,31100.00,10500.00,20600.00,19075.00,0.00,18600.00,366
Kyrgyz Republic,24183.33,16816.67,29225.00,25537.50,15050.00,12266.67,18300.00,24325.00,9125.00,18550.00,27750.00,14933.33,18400.00,16500.00,0.00,13800.00,366
Cambodia,24400.00,18850.00,12025.00,19100.00,21075.00,5366.67,800.00,15800.00,16875.00,0.00,28100.00,9700.00,14550.00,8137.50,0.00,5366.67,366
Kiribati,2100.00,0.00,0.00,0.00,0.00,1066.67,0.00,32275.00,0.00,0.00,28300.00,9300.00,0.00,0.00,0.00,0.00,366
South Korea,21866.67,15733.33,25375.00,21487.50,0.00,7583.33,15175.00,22100.00,13850.00,14500.00,33500.00,21200.00,33150.00,14962.50,0.00,23266.67,366
Kuwait,30600.00,14350.00,29625.00,29012.50,20200.00,14866.67,18050.00,26550.00,6875.00,11950.00,33100.00,24300.00,15000.00,17100.00,360.00,16650.00,366
Laos,13033.33,16200.00,16300.00,7450.00,4900.00,2333.33,4900.00,22375.00,10950.00,20150.00,27700.00,13966.67,27650.00,27450.00,0.00,3500.00,366
Lebanon,25066.67,21316.67,27850.00,23325.00,11000.00,15100.00,19600.00,21675.00,0.00,26450.00,30800.00,18200.00,15750.00,20475.00,0.00,13533.33,366
Liberia,21333.33,20366.67,22000.00,24450.00,14500.00,12916.67,17425.00,15625.00,0.00,0.00,30600.00,12233.33,14550.00,18900.00,0.00,6383.33,366
Libya,25300.00,21233.33,28850.00,28700.00,28500.00,17916.67,26750.00,26900.00,0.00,0.00,28300.00,9533.33,11850.00,9987.50,0.00,17600.00,366
Liechtenstein,13733.33,17100.00,30800.00,21175.00,0.00,5700.00,0.00,22050.00,0.00,0.00,32500.00,19200.00,23500.00,10250.00,0.00,9700.00,366
Sri Lanka,22816.67,6466.67,18350.00,19200.00,7050.00,17450.00,12225.00,21125.00,0.00,24300.00,31600.00,19966.67,33000.00,22600.00,0.00,15633.33,366
Lesotho,16133.33,14833.33,20650.00,22125.00,8100.00,11266.67,15350.00,23350.00,0.00,17050.00,29550.00,9266.67,11800.00,15550.00,0.00,1033.33,366
Lithuania,19833.33,15350.00,17475.00,22062.50,7925.00,8533.33,8900.00,19000.00,18350.00,20200.00,20200.00,20500.00,25450.00,9612.50,180.00,13500.00,366
Luxembourg,13933.33,14766.67,21100.00,26150.00,4550.00,12900.00,6950.00,10200.00,26500.00,29000.00,30200.00,26233.33,30600.00,16975.00,160.00,11133.33,366
Latvia,25200.00,18833.33,14800.00,19075.00,3750.00,6866.67,0.00,19600.00,9650.00,28800.00,30500.00,22333.33,20900.00,9300.00,80.00,28366.67,366
Macao,18233.33,1866.67,15500.00,0.00,0.00,0.00,0.00,25000.00,16150.00,32300.00,36600.00,23166.67,34500.00,16650.00,0.00,32966.67,366
Morocco,22566.67,17816.67,29300.00,25800.00,11800.00,13783.33,26525.00,26500.00,14200.00,22700.00,29550.00,25400.00,10700.00,24825.00,0.00,24666.67,366
Monaco,18033.33,21666.67,20050.00,29450.00,11750.00,15133.33,15050.00,18625.00,27375.00,0.00,32250.00,25300.00,15400.00,21025.00,20.00,21233.33,366
Moldova,21533.33,17700.00,27650.00,27550.00,11575.00,6900.00,11450.00,23625.00,6825.00,13650.00,25550.00,18066.67,27200.00,12350.00,0.00,28200.00,366
Madagascar,19916.67,9333.33,16800.00,18700.00,6675.00,9400.00,22375.00,25925.00,12400.00,9200.00,28375.00,9500.00,14250.00,23400.00,0.00,11750.00,366
Mexico,28400.00,21683.33,28300.00,18400.00,9550.00,15016.67,22650.00,16750.00,4200.00,8400.00,28300.00,9000.00,15400.00,22662.50,160.00,9733.33,366
Mali,19000.00,11766.67,24650.00,21150.00,0.00,1900.00,4150.00,20000.00,10600.00,10600.00,28900.00,9633.33,26200.00,17775.00,0.00,1900.00,366
Malta,17133.33,9400.00,26750.00,21950.00,5450.00,5100.00,7350.00,25575.00,21675.00,14700.00,32000.00,30700.00,34200.00,17400.00,100.00,21500.00,366
Myanmar,27366.67,19666.67,26975.00,25000.00,14350.00,16283.33,22200.00,24025.00,4200.00,8700.00,29800.00,21233.33,17300.00,23300.00,0.00,16633.33,366
Mongolia,29833.33,22600.00,32600.00,17387.50,3075.00,7200.00,16350.00,32575.00,7450.00,28900.00,34500.00,17200.00,34500.00,18725.00,0.00,3250.00,366
Mozambique,23866.67,13066.67,28150.00,20512.50,13750.00,6800.00,12600.00,20725.00,0.00,0.00,30500.00,9566.67,28500.00,18075.00,0.00,10433.33,366
Mauritania,20766.67,10133.33,14000.00,12600.00,150.00,8800.00,10300.00,22875.00,4650.00,10600.00,29400.00,7933.33,29400.00,17000.00,0.00,0.00,366
Mauritius,10400.00,7666.67,8700.00,6300.00,4350.00,5066.67,3400.00,24250.00,23750.00,10600.00,28100.00,21800.00,26250.00,14900.00,0.00,10933.33,366
Malawi,24533.33,13250.00,28250.00,22550.00,0.00,5933.33,0.00,23050.00,16275.00,9200.00,31250.00,11633.33,27350.00,12900.00,0.00,0.00,366
Malaysia,23883.33,22016.67,27600.00,17900.00,2300.00,11050.00,18475.00,25725.00,13500.00,27500.00,35100.00,29566.67,34300.00,17850.00,0.00,28600.00,366
Namibia,18900.00,13300.00,21400.00,20150.00,350.00,8950.00,13925.00,17450.00,100.00,10850.00,29000.00,10600.00,29300.00,18400.00,0.00,10500.00,366
Niger,13866.67,2000.00,6950.00,5125.00,0.00,333.33,4000.00,18975.00,0.00,11250.00,27500.00,14933.33,9450.00,17150.00,0.00,0.00,366
Nigeria,21416.67,14650.00,20675.00,21450.00,7700.00,18033.33,19000.00,21400.00,6125.00,3300.00,34050.00,12066.67,30800.00,18912.50,0.00,28900.00,366
Nicaragua,9566.67,0.00,0.00,0.00,0.00,0.00,0.00,8700.00,0.00,0.00,22800.00,10500.00,500.00,0.00,0.00,12666.67,366
Netherlands,15800.00,20833.33,24925.00,26100.00,4350.00,11466.67,8550.00,22050.00,24050.00,23350.00,30500.00,18466.67,25300.00,10375.00,0.00,16966.67,366
Norway,13366.67,13516.67,13700.00,23212.50,3250.00,1900.00,13975.00,20925.00,21525.00,0.00,33600.00,17433.33,24400.00,4237.50,280.00,1933.33,366
Nepal,26133.33,18166.67,25375.00,25425.00,21450.00,14866.67,23450.00,27750.00,13850.00,18900.00,34500.00,15933.33,30100.00,14412.50,220.00,0.00,366
New Zealand,7100.00,7200.00,12050.00,11775.00,4250.00,4483.33,6725.00,32225.00,20225.00,22900.00,34500.00,19433.33,30800.00,5150.00,0.00,17066.67,366
Oman,25133.33,14933.33,29000.00,29000.00,21300.00,12783.33,17850.00,24650.00,18775.00,14150.00,34400.00,25400.00,16500.00,24675.00,280.00,16450.00,366
Pakistan,27300.00,17100.00,21800.00,25400.00,8650.00,17016.67,9525.00,20350.00,13350.00,24250.00,32400.00,19200.00,25200.00,17725.00,0.00,7666.67,366
Panama,29500.00,20200.00,29400.00,23875.00,14750.00,19100.00,18075.00,24050.00,9725.00,24600.00,31450.00,20366.67,21100.00,21300.00,0.00,19200.00,366
Peru,24933.33,20233.33,29500.00,28500.00,18000.00,20566.67,24275.00,26050.00,14550.00,26650.00,30200.00,20166.67,25350.00,22075.00,0.00,21400.00,366
Philippines,28150.00,19783.33,27525.00,27425.00,21450.00,15283.33,18275.00,24650.00,8125.00,17700.00,34300.00,22733.33,33100.00,12050.00,0.00,14733.33,366
Papua New Guinea,10800.00,17550.00,20725.00,21025.00,9575.00,3750.00,5100.00,21275.00,0.00,27500.00,30400.00,13366.67,32150.00,14700.00,0.00,4533.33,366
Poland,22283.33,17133.33,18050.00,19412.50,8000.00,4966.67,10750.00,24350.00,15100.00,14100.00,32650.00,16600.00,13750.00,16975.00,80.00,17683.33,366
Puerto Rico,29100.00,20266.67,28625.00,24225.00,22975.00,18500.00,12000.00,23100.00,12250.00,29100.00,30500.00,10266.67,28850.00,16500.00,680.00,17833.33,366
Portugal,19233.33,21200.00,29650.00,27900.00,14400.00,8233.33,4300.00,22275.00,14700.00,29250.00,31500.00,27433.33,15250.00,13775.00,200.00,22300.00,366
Paraguay,27150.00,21916.67,29700.00,25675.00,7950.00,21350.00,14675.00,25300.00,13800.00,25400.00,31400.00,13666.67,30000.00,11450.00,0.00,10266.67,366
Palestine,28383.33,20600.00,23300.00,21612.50,20400.00,16166.67,26900.00,30150.00,0.00,18600.00,30800.00,10066.67,15050.00,425.00,0.00,14250.00,366
Qatar,25633.33,15266.67,29000.00,24575.00,23100.00,9666.67,14900.00,27200.00,20925.00,8050.00,30800.00,25833.33,29900.00,13400.00,540.00,9666.67,366
Kosovo,22233.33,19466.67,26750.00,27875.00,17425.00,15583.33,16825.00,13575.00,6925.00,28200.00,29550.00,12866.67,15950.00,18000.00,0.00,18933.33,366
Romania,24000.00,15383.33,22800.00,22725.00,3550.00,11083.33,9775.00,24125.00,21450.00,27600.00,31100.00,17733.33,17150.00,9325.00,100.00,12700.00,366
Russia,18366.67,16866.67,26200.00,20737.50,4150.00,7333.33,12675.00,27075.00,6125.00,21400.00,29100.00,29200.00,30200.00,12575.00,0.00,14050.00,366
Rwanda,25133.33,20466.67,29575.00,20250.00,11500.00,18966.67,17550.00,23650.00,6150.00,28900.00,34600.00,31200.00,29900.00,18450.00,0.00,18933.33,366
Saudi Arabia,29800.00,12183.33,29400.00,22962.50,11225.00,11066.67,11325.00,26800.00,20475.00,13250.00,33700.00,27433.33,33500.00,17000.00,900.00,12683.33,366
Sudan,27250.00,17833.33,22850.00,16087.50,12275.00,6800.00,13175.00,22300.00,11125.00,0.00,26750.00,17800.00,13800.00,1850.00,0.00,9283.33,366
Senegal,19433.33,4933.33,23750.00,16650.00,0.00,9700.00,7600.00,24725.00,9825.00,25100.00,29300.00,19566.67,30100.00,10025.00,0.00,9700.00,366
Singapore,12600.00,19100.00,26550.00,19850.00,0.00,11500.00,7450.00,26325.00,24750.00,25600.00,36500.00,23966.67,34700.00,26475.00,40.00,24733.33,366
Solomon Islands,5950.00,13450.00,14200.00,0.00,4275.00,250.00,7475.00,28050.00,8000.00,7750.00,28900.00,3100.00,0.00,3300.00,0.00,416.67,366
Sierra Leone,19600.00,2866.67,18475.00,16675.00,6150.00,4466.67,6400.00,16200.00,0.00,7650.00,27250.00,18400.00,27600.00,19050.00,0.00,18533.33,366
El Salvador,29600.00,17266.67,23900.00,21025.00,15250.00,21966.67,21300.00,24775.00,13750.00,26450.00,34400.00,28133.33,11550.00,20100.00,0.00,24783.33,366
San Marino,23933.33,9600.00,22300.00,15900.00,5000.00,4966.67,5550.00,18800.00,15300.00,23500.00,31100.00,26833.33,30900.00,7225.00,0.00,3433.33,366
Somalia,18450.00,3700.00,13800.00,15650.00,225.00,9666.67,4650.00,19225.00,0.00,1650.00,27300.00,12200.00,6650.00,4862.50,0.00,14300.00,366
Serbia,18633.33,18600.00,27950.00,24250.00,5700.00,10700.00,14375.00,11400.00,14650.00,13800.00,31100.00,14433.33,30100.00,12175.00,40.00,11133.33,366
South Sudan,25066.67,12200.00,26300.00,21400.00,11950.00,12516.67,14050.00,22425.00,8150.00,0.00,29100.00,13600.00,21150.00,17600.00,0.00,0.00,366
Suriname,23283.33,14433.33,28650.00,26275.00,15250.00,18483.33,13225.00,25200.00,11400.00,21400.00,29300.00,15000.00,14600.00,16950.00,0.00,18600.00,366
Slovak Republic,20933.33,14133.33,18600.00,21112.50,4050.00,8066.67,12300.00,19475.00,20850.00,28900.00,31225.00,22966.67,36600.00,20550.00,120.00,25066.67,366
Slovenia,18933.33,15966.67,28800.00,24012.50,9350.00,6900.00,10500.00,20000.00,18400.00,20550.00,30300.00,20200.00,26100.00,17800.00,240.00,17600.00,366
Sweden,15183.33,10966.67,28650.00,22650.00,13750.00,9400.00,6050.00,22875.00,22200.00,9200.00,31900.00,18233.33,19400.00,0.00,200.00,28416.67,366
Eswatini,23100.00,13900.00,26050.00,18325.00,11350.00,13700.00,22250.00,25125.00,2550.00,14200.00,31400.00,18733.33,17400.00,10800.00,0.00,0.00,366
Seychelles,13550.00,4466.67,12500.00,8325.00,2500.00,2666.67,2600.00,24575.00,20625.00,0.00,33800.00,19533.33,29200.00,7500.00,0.00,5400.00,366
Syria,23133.33,19600.00,24475.00,17250.00,6400.00,7566.67,22325.00,18625.00,0.00,0.00,23700.00,9133.33,15300.00,1750.00,0.00,7566.67,366
Chad,18433.33,16033.33,25800.00,24225.00,8750.00,14650.00,20825.00,21100.00,0.00,24150.00,30000.00,9600.00,22550.00,20800.00,0.00,0.00,366
